,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,target_score
1321,2,176,0,176,1846.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1322,2,4,0,4,5196.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1325,2,0,1,0,3802.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1326,2,0,0,0,118.0,9.0,8.0,1.0,0.122807018,10.0,0.0,0.0,0.0,1,0.0,0
1327,2,0,300,0,2570.0,7.0,8.0,8.0,0.466666667,6.0,1.0,1.0,0.0,1,0.0,1
1329,2,6,0,6,6420.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1330,2,0,0,0,1011.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1331,2,126,0,126,2200.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1332,2,0,0,0,5639.0,8.0,10.0,9.0,0.122807018,15.0,0.0,0.0,0.0,1,0.0,0
1334,2,11,0,11,3804.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1335,2,2,0,2,1252.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1336,2,0,0,0,737.0,8.0,7.0,3.0,0.245614035,47.0,0.0,0.0,0.0,1,0.0,0
1337,2,5,400,5,2123.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1340,2,2,200,2,980.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1341,2,11,0,11,4357.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1342,2,0,20,0,6432.0,8.0,9.0,4.0,0.325581395,16.0,0.0,0.0,0.0,1,0.0,1
1343,2,6,20,6,4407.0,8.0,9.0,3.0,3.888888889,42.46666667,15.0,5.0,2.0,1,4.0,1
1344,2,4,200,4,942.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1345,2,0,600,0,11142.0,8.0,10.0,4.0,1.964912281,79.25,7.0,0.0,6.0,1,0.0,1
1346,2,69,300,69,6951.0,7.0,7.0,5.0,1.272727273,5.75,4.0,1.0,0.0,1,0.0,1
1354,2,0,598,0,45969.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1360,2,176,0,176,950.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1365,2,8,0,8,1248.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1368,2,0,0,0,1881.0,8.0,8.0,9.0,0.49122807,9.0,0.0,0.0,0.0,1,0.0,0
1369,2,0,0,0,1698.0,10.0,10.0,9.0,0.122807018,48.0,0.0,0.0,0.0,0,0.0,0
1372,2,0,0,0,3695.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1373,2,11,200,11,2915.0,8.0,9.0,4.0,0.368421053,25.66666667,1.0,1.0,0.0,1,0.0,1
1374,2,88,699,88,7065.0,8.0,10.0,2.0,0.636363636,358.5,2.0,3.0,0.0,0,0.0,1
1376,2,0,0,0,1208.0,9.0,8.0,3.0,0.318181818,37.0,1.0,1.0,0.0,1,0.0,0
1378,2,4,0,4,8664.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1381,2,0,0,0,2122.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1382,2,48,100,48,2367.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1384,2,4,20,4,4147.0,7.0,10.0,7.0,0.318181818,12.0,1.0,0.0,0.0,1,0.0,1
1385,2,9,0,9,16170.0,8.0,8.0,4.0,10.92982456,7.191011236,52.0,0.0,0.0,1,0.0,0
1389,2,3,0,3,2142.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1390,2,1,0,1,3023.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1392,2,1,0,1,839.0,8.0,7.0,9.0,0.368421053,13.0,1.0,0.0,0.0,1,0.0,0
1393,2,0,0,0,3188.0,8.0,7.0,5.0,0.368421053,16.66666667,1.0,0.0,0.0,1,1.0,0
1394,2,47,198,47,4548.0,8.0,8.0,10.0,0.245614035,5.0,0.0,0.0,0.0,1,0.0,1
1396,2,0,0,0,1818.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1397,2,0,0,0,3381.0,8.0,8.0,11.0,0.466666667,1.0,1.0,0.0,0.0,1,0.0,0
1398,2,0,0,0,2152.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1399,2,0,0,0,758.0,8.0,7.0,0.0,1.228070175,11.9,5.0,1.0,3.0,1,2.0,0
1400,2,71,0,71,9167.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1402,2,30,20,30,4711.0,8.0,8.0,2.0,1.719298246,10.64285714,3.0,1.0,0.0,1,3.0,1
1403,2,66,100,66,464.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1405,2,0,500,0,942.0,8.0,7.0,5.0,0.245614035,66.5,1.0,1.0,0.0,1,1.0,1
1406,2,0,0,0,11175.0,7.0,7.0,2.0,3.5,7.666666667,3.0,0.0,0.0,1,3.0,0
1407,2,24,0,24,10652.0,8.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1408,2,4,0,4,1997.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1410,2,98,0,98,11804.0,9.0,7.0,6.0,0.49122807,16.75,1.0,1.0,0.0,1,1.0,0
1412,2,0,0,0,8380.0,7.0,9.0,5.0,0.98245614,12.75,2.0,0.0,0.0,1,1.0,0
1413,2,2,0,2,2664.0,10.0,10.0,7.0,0.122807018,0.0,0.0,0.0,0.0,0,0.0,0
1414,2,112,0,1,1898.0,7.0,9.0,6.0,2.666666667,24.25,8.0,7.0,1.0,1,7.0,0
1416,2,60,199,60,13233.0,8.0,9.0,6.0,0.245614035,80.5,0.0,0.0,0.0,1,0.0,1
1417,2,69,198,69,1238.0,8.0,7.0,7.0,2.087719298,22.05882353,11.0,0.0,1.0,1,0.0,1
1419,2,11,0,11,1842.0,8.0,8.0,5.0,0.122807018,23.0,0.0,0.0,0.0,1,0.0,0
1420,2,10,148,10,29993.0,8.0,7.0,11.0,0.304347826,10.0,1.0,0.0,1.0,1,0.0,1
1421,2,0,0,0,3221.0,7.0,7.0,6.0,0.736842105,8.333333333,1.0,0.0,1.0,1,0.0,0
1422,2,59,0,59,20.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1424,2,47,500,47,16900.0,8.0,8.0,3.0,7.0,65.0,1.0,4.0,2.0,1,1.0,1
1425,2,3,0,3,1776.0,7.0,7.0,4.0,5.6,18.0,4.0,4.0,1.0,1,1.0,0
1426,2,0,0,0,3388.0,8.0,7.0,3.0,1.866666667,183.25,4.0,2.0,2.0,1,2.0,0
1429,2,0,0,0,378.0,10.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1431,2,0,0,0,2230.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1432,2,21,0,21,1977.0,10.0,7.0,12.0,0.142857143,62.0,0.0,0.0,0.0,0,0.0,0
1434,2,8,40,8,4253.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1435,2,16,500,16,2332.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1436,2,43,800,43,2464.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1437,2,34,1050,34,1092.0,8.0,7.0,15.0,1.228070175,25.7,8.0,0.0,0.0,1,6.0,1
1438,2,91,0,64,662.0,8.0,7.0,3.0,2.52,5.555555556,9.0,0.0,0.0,1,2.0,0
1439,2,0,0,0,7794.0,8.0,8.0,8.0,1.590909091,69.4,5.0,5.0,0.0,1,0.0,0
1440,2,2,0,2,1707.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1441,2,6,398,6,10992.0,10.0,7.0,4.0,0.122807018,533.0,0.0,0.0,0.0,1,0.0,1
1442,2,0,0,0,1441.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1443,2,4,0,4,2443.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1444,2,18,0,18,1903.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1446,2,0,0,0,10271.0,8.0,7.0,3.0,1.866666667,60.625,2.0,2.0,0.0,1,0.0,0
1447,2,0,0,0,3532.0,7.0,8.0,5.0,0.859649123,9.857142857,3.0,1.0,0.0,1,1.0,0
1449,2,0,0,0,599.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1451,2,0,0,0,7845.0,7.0,7.0,4.0,0.225806452,3.0,0.0,0.0,0.0,1,0.0,0
1452,2,0,250,0,6912.0,8.0,9.0,6.0,0.614035088,29.8,1.0,0.0,0.0,1,0.0,1
1453,2,62,400,62,1128.0,10.0,6.0,5.0,0.245614035,3.0,0.0,0.0,0.0,1,0.0,1
1454,2,80,4897,80,37138.0,7.0,8.0,4.0,5.035087719,30.41463415,21.0,10.0,0.0,1,0.0,1
1455,2,0,0,0,1342.0,8.0,8.0,3.0,0.132075472,81.0,0.0,0.0,0.0,0,0.0,0
1456,2,12,0,12,2680.0,10.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0
1458,2,0,0,0,1729.0,8.0,7.0,7.0,0.245614035,8.5,0.0,0.0,0.0,1,0.0,0
1459,2,0,0,0,963.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1460,2,16,0,16,1825.0,8.0,7.0,4.0,0.636363636,30.0,2.0,1.0,1.0,1,0.0,0
1463,2,0,0,0,6844.0,7.0,7.0,9.0,0.875,12.0,1.0,0.0,0.0,1,0.0,0
1464,2,14,0,14,8.0,9.0,7.0,5.0,0.166666667,1.0,0.0,0.0,0.0,1,0.0,0
1465,2,1,0,1,750.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1466,2,14,0,14,2882.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1467,2,0,0,0,269.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1471,2,43,0,43,3779.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1472,2,42,1,42,2451.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1473,2,0,0,0,4976.0,7.0,7.0,4.0,1.4,50.66666667,3.0,2.0,0.0,0,1.0,0
1474,2,63,114,63,10574.0,7.0,8.0,1.0,0.0,0.0,0.0,4.0,1.0,0,0.0,1
1475,2,19,50,19,1346.0,10.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,1
1476,2,56,0,56,8135.0,8.0,9.0,4.0,0.245614035,28.0,1.0,1.0,0.0,1,1.0,0
1477,2,4,0,4,14123.0,10.0,10.0,9.0,0.49122807,44.0,2.0,0.0,0.0,1,0.0,0
1478,2,5,0,5,1892.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1479,2,0,0,0,3648.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1480,2,3,0,3,2224.0,1.0,7.0,1.0,2.210526316,141.7222222,14.0,7.0,7.0,1,8.0,0
1481,2,0,0,0,3374.0,8.0,8.0,10.0,0.245614035,55.5,1.0,0.0,0.0,1,0.0,0
1482,2,9,298,0,2547.0,8.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1
1484,2,0,0,0,4335.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1485,2,38,0,38,4939.0,7.0,7.0,6.0,0.368421053,19.66666667,2.0,0.0,0.0,1,0.0,0
1487,2,0,0,0,959.0,8.0,9.0,3.0,0.859649123,56.0,2.0,2.0,0.0,0,0.0,0
1488,2,4,1000,4,26381.0,10.0,7.0,3.0,1.75,81.0,2.0,3.0,0.0,0,0.0,1
1489,2,14,200,14,4145.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1490,2,36,0,36,2919.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1491,2,31,0,31,3027.0,9.0,7.0,3.0,0.954545455,15.66666667,3.0,2.0,0.0,1,0.0,0
1492,2,5,0,5,1956.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1493,2,5,0,5,366.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1494,2,17,100,17,4287.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1495,2,0,150,0,3338.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1496,2,0,300,0,703.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1497,2,1,2000,1,1946.0,7.0,7.0,5.0,8.75,55.2,5.0,3.0,5.0,1,0.0,1
1498,2,30,996,3,34192.0,10.0,8.0,10.0,0.777777778,146.0,3.0,5.0,0.0,1,0.0,1
1499,2,3,0,3,1991.0,8.0,9.0,6.0,0.49122807,36.5,1.0,1.0,0.0,1,1.0,0
1500,2,20,400,20,2884.0,10.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1502,2,0,0,0,4264.0,8.0,8.0,4.0,1.105263158,6.111111111,4.0,2.0,0.0,1,0.0,0
1503,2,0,80,0,2513.0,7.0,9.0,1.0,1.719298246,37.07142857,3.0,0.0,0.0,1,2.0,1
1505,2,0,0,0,452.0,9.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1506,2,3,350,3,7634.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1507,2,28,400,28,5635.0,8.0,10.0,3.0,0.245614035,56.0,1.0,0.0,0.0,1,0.0,1
1508,2,5,600,5,779.0,8.0,8.0,10.0,0.245614035,4.5,1.0,1.0,0.0,0,0.0,1
1509,2,11,4000,11,7300.0,10.0,8.0,8.0,0.122807018,12.0,0.0,0.0,0.0,1,0.0,1
1510,2,36,3000,36,7068.0,8.0,10.0,5.0,0.859649123,48.85714286,3.0,0.0,0.0,1,2.0,1
1511,2,0,0,0,6017.0,9.0,7.0,3.0,1.105263158,154.3333333,7.0,2.0,5.0,1,2.0,0
1512,2,26,0,12,2760.0,10.0,7.0,5.0,0.608695652,150.0,2.0,1.0,0.0,1,1.0,0
1513,2,0,16600,0,23473.0,7.0,8.0,10.0,3.929824561,2.25,19.0,2.0,2.0,1,7.0,1
1515,2,22,0,22,9602.0,7.0,7.0,5.0,6.877192982,3.5,16.0,0.0,1.0,1,0.0,0
1516,2,19,248,19,3405.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1
1517,2,1,0,1,2076.0,8.0,7.0,4.0,0.122807018,46.0,0.0,0.0,0.0,1,0.0,0
1518,2,3,400,3,10007.0,10.0,7.0,5.0,1.909090909,71.0,6.0,6.0,0.0,1,1.0,1
1520,2,46,400,46,4101.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
1521,2,46,697,16,1704.0,10.0,9.0,6.0,0.736842105,9.666666667,1.0,0.0,0.0,1,0.0,1
1522,2,0,400,0,0.0,10.0,10.0,8.0,0.152173913,21.0,0.0,0.0,0.0,1,0.0,1
1523,2,6,0,6,3603.0,7.0,7.0,2.0,1.105263158,23.33333333,1.0,0.0,0.0,1,1.0,0
1524,2,38,1800,25,16872.0,8.0,8.0,4.0,1.719298246,365.2857143,7.0,4.0,2.0,1,3.0,1
1525,2,6,1500,6,3307.0,10.0,7.0,8.0,0.21875,24.0,0.0,0.0,0.0,1,0.0,1
1527,2,0,0,0,10975.0,9.0,7.0,3.0,3.684210526,76.3,24.0,4.0,19.0,1,0.0,0
1528,2,0,0,0,3363.0,7.0,9.0,4.0,1.166666667,48.5,5.0,4.0,0.0,1,1.0,0
1530,2,10,398,10,6474.0,10.0,7.0,3.0,2.8,119.5,2.0,4.0,6.0,0,2.0,1
1532,2,29,0,29,2690.0,8.0,7.0,6.0,0.28,43.0,1.0,2.0,1.0,1,0.0,0
1535,2,0,0,0,193.0,7.0,7.0,0.0,1.75,1300.0,1.0,0.0,1.0,1,1.0,0
1536,2,2,0,2,3.0,10.0,8.0,0.0,0.122807018,1.0,0.0,0.0,0.0,1,0.0,0
1537,2,13,100,2,2534.0,10.0,9.0,2.0,0.24137931,40.0,1.0,1.0,0.0,0,0.0,1
1538,2,29,0,29,22367.0,7.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1539,2,1,850,1,1345.0,10.0,8.0,3.0,1.75,1.0,7.0,0.0,3.0,1,7.0,1
1540,2,0,0,0,2401.0,8.0,10.0,6.0,1.964912281,17.625,13.0,10.0,0.0,1,2.0,0
1542,2,0,0,0,528.0,8.0,8.0,7.0,1.75,6.545454545,4.0,1.0,0.0,1,1.0,0
1543,2,1,300,1,2065.0,9.0,9.0,4.0,0.189189189,66.0,0.0,0.0,0.0,1,0.0,1
1545,2,0,0,0,1055.0,8.0,6.0,5.0,0.368421053,8.666666667,0.0,0.0,0.0,1,0.0,0
1546,2,7,0,7,4451.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1547,2,0,700,0,5274.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
1548,2,0,10000,0,10223.0,7.0,9.0,3.0,5.403508772,45.0,26.0,5.0,1.0,1,14.0,1
1549,2,10,0,0,3351.0,8.0,7.0,9.0,0.49122807,62.75,2.0,0.0,0.0,1,1.0,0
1550,2,6,3000,6,2179.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1551,2,10,0,10,1658.0,8.0,8.0,9.0,0.482758621,26.5,2.0,0.0,1.0,1,2.0,0
1552,2,1,1299,1,1178.0,8.0,7.0,3.0,5.894736842,6.1875,45.0,6.0,0.0,1,13.0,1
1553,2,7,0,7,29655.0,7.0,7.0,7.0,7.466666667,179.28125,32.0,8.0,8.0,1,12.0,0
1555,2,6,0,6,1155.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1556,2,9,600,9,41657.0,10.0,8.0,9.0,1.590909091,284.4,5.0,5.0,0.0,1,0.0,1
1557,2,0,3320,0,29611.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1558,2,7,139,7,4802.0,7.0,8.0,3.0,5.090909091,46.1875,16.0,13.0,4.0,0,3.0,1
1559,2,5,800,5,2386.0,7.0,10.0,6.0,5.25,26.16666667,6.0,4.0,2.0,1,1.0,1
1560,2,0,10,0,1164.0,8.0,9.0,3.0,0.122807018,44.0,0.0,0.0,0.0,1,0.0,1
1562,2,0,166,0,33957.0,7.0,9.0,12.0,0.807692308,338.3333333,3.0,3.0,0.0,1,0.0,1
1563,2,0,348,0,4360.0,10.0,7.0,8.0,0.368421053,57.0,1.0,0.0,0.0,1,0.0,1
1564,2,0,400,0,1614.0,8.0,9.0,14.0,0.318181818,15.0,1.0,0.0,0.0,1,0.0,1
1565,2,6,1700,6,1038.0,7.0,7.0,6.0,2.210526316,2.166666667,6.0,1.0,3.0,0,1.0,1
1566,2,8,1197,5,3747.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1567,2,5,2500,5,3625.0,10.0,7.0,5.0,0.24137931,336.0,1.0,0.0,1.0,1,1.0,1
1568,2,0,0,0,1232.0,10.0,7.0,8.0,0.245614035,20.5,1.0,0.0,0.0,0,1.0,0
1569,2,1,0,1,1785.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1570,2,1,400,1,5611.0,7.0,9.0,3.0,1.75,70.25,4.0,1.0,0.0,0,4.0,1
1571,2,5,0,5,2555.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0
1573,2,0,0,0,1827.0,8.0,7.0,3.0,1.3125,3.0,3.0,0.0,2.0,1,0.0,0
1576,2,0,200,0,2596.0,6.0,7.0,14.0,8.75,20.06666667,15.0,8.0,7.0,0,8.0,1
1579,2,1,337,1,19007.0,10.0,8.0,7.0,0.859649123,467.2857143,4.0,0.0,1.0,1,1.0,1
1580,2,5,2000,0,85.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1585,2,0,0,0,269.0,7.0,7.0,4.0,1.75,11.0,1.0,0.0,1.0,1,0.0,0
1586,2,0,166,0,1030.0,7.0,7.0,3.0,4.298245614,31.77142857,20.0,6.0,0.0,1,4.0,1
1587,1,0,150,0,4733.0,7.0,7.0,8.0,0.859649123,16.57142857,4.0,0.0,0.0,1,0.0,1
1588,1,0,500,0,7344.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1589,1,0,0,0,3878.0,8.0,8.0,6.0,2.333333333,78.4,5.0,9.0,0.0,0,3.0,0
1590,1,0,49,0,2781.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1591,1,0,100,0,1116.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1594,1,0,0,0,4597.0,8.0,6.0,1.0,7.0,11.125,8.0,9.0,0.0,1,1.0,0
1595,1,0,1,0,1591.0,7.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1596,1,0,0,0,8154.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1599,1,0,0,0,3196.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1600,1,0,0,0,7289.0,7.0,7.0,11.0,4.2,87.66666667,3.0,4.0,0.0,1,0.0,0
1601,1,0,0,0,22716.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1602,1,0,0,0,1599.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1604,1,0,0,0,4291.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1605,1,0,0,0,5300.0,7.0,10.0,19.0,0.859649123,33.71428571,5.0,3.0,0.0,0,3.0,0
1607,1,0,0,0,1826.0,8.0,7.0,10.0,0.859649123,20.57142857,2.0,1.0,0.0,1,1.0,0
1630,1,0,100,0,4403.0,8.0,8.0,13.0,0.859649123,8.571428571,2.0,0.0,0.0,1,0.0,1
1632,1,0,49,0,1831.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1633,1,0,999,0,9979.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1634,1,0,99,0,7335.0,8.0,7.0,5.0,0.859649123,34.28571429,2.0,2.0,0.0,1,1.0,1
1635,1,0,200,0,3059.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1636,1,0,0,0,1456.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1638,1,0,0,0,4406.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1639,1,0,0,0,2275.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1641,1,0,0,0,3353.0,8.0,7.0,6.0,0.245614035,11.0,0.0,0.0,0.0,1,0.0,0
1644,1,0,0,0,815.0,10.0,7.0,5.0,0.614035088,1.2,2.0,0.0,0.0,1,0.0,0
1646,1,0,0,0,1421.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1647,1,0,0,0,3664.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1648,1,0,0,0,862.0,8.0,8.0,4.0,1.75,94.0,1.0,1.0,0.0,1,1.0,0
1649,1,0,0,0,3234.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1651,1,0,0,0,2655.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1652,1,0,0,0,817.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1655,1,0,100,0,657.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1656,1,0,50,0,50655.0,8.0,7.0,2.0,9.333333333,312.25,4.0,14.0,13.0,0,3.0,1
1660,1,0,0,0,1190.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1663,1,0,0,0,889.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
1664,1,0,0,0,1675.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1665,1,0,200,0,2047.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1667,1,0,0,0,4048.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1669,1,0,0,0,5918.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1670,1,0,0,0,1290.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1673,1,0,0,0,5277.0,7.0,8.0,7.0,1.75,85.0,2.0,0.0,0.0,1,1.0,0
1674,1,0,80,0,17578.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
1677,1,0,99,0,1522.0,10.0,8.0,7.0,0.736842105,10.83333333,5.0,0.0,0.0,1,1.0,1
1678,1,0,0,0,2588.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1679,1,0,0,0,716.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1680,1,0,0,0,2503.0,7.0,8.0,3.0,0.122807018,43.0,0.0,0.0,0.0,1,0.0,0
1682,1,0,0,0,206.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1683,1,0,0,0,9052.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1684,1,0,0,0,484.0,8.0,8.0,11.0,0.875,99.0,1.0,0.0,1.0,0,1.0,0
1686,1,0,0,0,740.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1687,1,0,0,0,3442.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1688,1,0,0,0,46.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1689,1,0,250,0,787.0,10.0,8.0,1.0,0.122807018,82.0,0.0,0.0,0.0,1,0.0,1
1690,1,0,49,0,2832.0,8.0,7.0,2.0,0.954545455,265.0,3.0,0.0,1.0,1,1.0,1
1693,1,0,0,0,172.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1695,1,0,0,0,647.0,8.0,7.0,0.0,0.636363636,8.0,2.0,0.0,1.0,1,1.0,0
1696,1,0,0,0,3723.0,10.0,7.0,1.0,3.5,137.0,1.0,1.0,0.0,1,1.0,0
